,required_skills,job_title
19604,"software, test, development, java, python, xml, case, engineers, system, sql, soap, wsdl, user interface, html, xslt, windows, linux, oracle",software engineer
19640,"java, ibm, cobol, jcl, it",java developer
19671,"apple, mobile devices, oem, os x, presentations, high availability, laptop, microsoft windows azure, computer science, education, attention to detail, software configuration, software deployment, specification, project management, qa, repair, self motivated, software, business partnership, can, communication",software engineer
19794,"system, architect, systems, architecture, telecommunications, software, development, security, network, management, engineers",data scientist
19811,"software, system, architect, excel, powerpoint, gui, wireless, network, sdlc",software engineer
19897,"it, web, java, oracle, architect, linux, dba, security, development, ide, javascript, jsp, pl, sql, sdlc, windows, iso",java developer
19935,"leadership, saas, cloud, agile, architecture, software deployment, amazon web services",software engineer
20021,"quality, qa",software engineer
20101,".net, api, agile, c#, css, continuous integration, data science, jms, javascript, json, implementation, nosql, mysql, software development, software, saas, sql, sdlc, postgresql, qa, restful, kubernetes, rabbitmq, akka, mongodb, redis, html, configuration, cloud, it, flask, tdd, solid, high availability, hardware, leadership, operations, python, telephony, ui, typescript, computer science, amazon web services",software engineer
20102,".net, c#, angularjs, microsoft sql server, linq, javascript, software development",software engineer
20108,"sql server, nosql, mongodb, ai, system architecture, nodejs, clojure, python, php, .net, c#, agile",software engineer
20109,"jvm, java, software, continuous integration, jms, junit, communication",java developer
20114,h,software engineer
20130,"java, database, management",software engineer
20133,"systems, java, system, development, sql, jdbc, python, bash, it",java developer
20182,"business administration, information technology, data management",data scientist
20183,"data management, data science",data scientist
20237,"automotive, software, test, engineers, web, api, sql, python, informatica, consult, java, database, qa",software engineer
20279,".net, agile, articulate, c#, microsoft windows, network protocols, network management, test cases, test plans, use cases, test management",software engineer
20287,"selenium, junit, java, jenkins, aws, git, selenium, junit, java, jenkins, aws, git, agile",software engineer
20288,"qa, sql, sql server, selenium, automation, web, saas",software engineer
20292,"sql, agile, test automation, selenium, c#, .net , sql, agile, test automation, selenium, c#, .net",software engineer
20293,"mathematics, it, leadership, most, aerospace, budget, c, can, computer science, self motivated, senior management, software, project implementation, python, qa, education, microsoft office, microsoft visio, microsoft windows, military, physics, test cases, test scripts",software engineer
20296,"software, qa, quality, it, release, management",software engineer
20298,"c, python, qa, test cases, test scripts, software",software engineer
20301,"qa, software, database, micro, systems, quality, development, automated, web, soap, linux, windows, oracle, sql, teradata, java, python",software engineer
20307,"qa, software, systems, quality, java, unix, database, pl, sql, sql, lan, wan, it, ibm, test, development, sdlc, windows, pc, scripts",software engineer
20380,"c++, python, golang, distributed systems, python, golang, distributed systems",software engineer
20407,"software, test, api, engineers, basic, systems, web, javascript, it",software engineer
20408,"software, test, oop, sql, api, performance, automated, telecommunications, c, artificial intelligence, foundation",software engineer
20410,"development, test, system, application, qa, engineers, oop, java, php, python",software engineer
20411,"test, java",software engineer
20415,"software, test, qa",software engineer
20421,"mobile, m",software engineer
20426,"c++, communication",software engineer
20466,"civil, it, software, systems, python",software engineer
20481,"software, systems, security, development, outlook, excel, powerpoint, defense systems, it",software engineer
20619,"cloud, java, devops, security clearance, migration, communication",java developer
20757,"azure, databricks, sql",data scientist
20798,"software, ux, java, application, architecture, development, analysis, ood, oop, xml, api, database, sql, interface",software engineer
20803,"amazon web services, roid development, kotlin, json, mobile applications, oop, restful, java, github, mvvm, c#",software engineer
20804,"automotive, embedded software, hardware, software, software development, software deployment, scalability, ios development",software engineer
20815,"engineers, architecture, python, protocol, qa, java",software engineer
20847,"software, systems, development, javascript, sql, test, security, apache, http, system, defense systems, it, analysis",software engineer
20852,"software, siebel, development, sdlc, consult, management, crm, analysis, soap, oracle",software engineer
20855,sdlc,software engineer
20861,"java, it, architect, linux, api, ide, sdlc, systems, j2ee, application, web, development, siebel, sql, security, architecture",software engineer
20972,"systems, development, architecture, python, it",data scientist
20979,"java, linux, python, windows, xml, xslt, jdbc, soap, it",data scientist
21083,"data science, data structures, git, linux, python, software development, collaboration",software engineer
21103,"java, python, scala",software engineer
21111,"apache hadoop, big data, data science, data visualization, elasticsearch, javascript, node.js, nosql, scala, sql, tableau",data scientist
21133,"big data, data analysis, data science, python, sql, collaboration",data scientist
21134,"data science, elasticsearch, git, github, javascript, linux, mysql, nagios, node.js, python, redis, service, ubuntu, web applications",software engineer
21136,"c++, matlab, computer science, documentation, multi, software development",software engineer
21138,"computer science, communication",software engineer
21142,"database, computer science, sharepoint, technology, powerpoint, word, excel, agile, scrum, project management",data scientist
21155,"java, j2ee, oracle, mysql, sql",java developer
21167,"java, javascript, html, css, angularjs",java developer
21187,"java, python, typescript, written communication",software engineer
21188,"java, management, quality, development, j2ee, windows, linux, pl, sql, oracle, sql, javascript, web, micro",software engineer
